Company,Ticker,Strengths,Risks,PE,EPS,ROE,DebtEquity,RevenueGrowth,Score,Recommendation
Aries Agro Limited,ARIES.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']",10.997943,29.16,0.122980006,20.67,0.041,0,SELL
Arihant Capital Markets Limited,ARIHANTCAP.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",21.820576,4.18,0.11662,51.095,-0.28,-3,SELL
Arihant Superstructures Limited,ARIHANTSUP.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],23.533861,13.88,0.16219999,197.85,0.097,-2,SELL
Arisinfra Solutions Limited,ARISINFRA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",65.04902,2.04,,7.91,0.384,-2,SELL
Arkade Developers Limited,ARKADE.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],16.114119,8.5,0.17731,18.386,0.308,-1,SELL
Arman Financial Services Limited,ARMANFIN.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-1.06,-0.00125,137.292,0.17,-2,SELL
Aro Granite Industries Limited,AROGRANITE.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-1.61,-0.013099999,80.851,-0.291,-4,SELL
Arrow Greentech Limited,ARROWGREEN.NS,"['Fair valuation', 'High profitability']","['High debt risk', 'Declining revenues']",15.364121,33.78,0.26816,1.218,-0.058,-1,SELL
Arshiya Limited,ARSHIYA.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']",,-106.98,,,0.028,0,SELL
Anand Rathi Share and Stock Brokers Limited,ARSSBL.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']",43.61053,14.43,,94.882,-0.086,-4,SELL
Artemis Medicare Services Limited,ARTEMISMED.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",120.19651,2.29,0.11229,31.431,0.138,-2,SELL
Art Nirman Limited,ARTNIRMAN.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",60.837498,0.8,0.03827,52.666,-0.202,-5,SELL
Arvee Laboratories (India) Limited,ARVEE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",683.0833,0.36,0.01291,3.29,-0.725,-5,SELL
Arvind Limited,ARVIND.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],19.777071,15.7,0.11231,39.143,0.084,-2,SELL
Arvind Fashions Limited,ARVINDFASN.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-1.08,0.04823,102.338,0.113,-2,SELL
Arvind SmartSpaces Limited,ARVSMART.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",30.027514,19.99,0.13154,21.182,-0.471,-4,SELL
Asahi India Glass Limited,ASAHIINDIA.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",79.57634,12.51,0.100439996,77.144,-0.006,-4,SELL
Asahi Songwon Colors Limited,ASAHISONG.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",19.730322,13.72,0.04975,49.417,-0.146,-4,SELL
Automotive Stampings and Assemblies Limited,ASAL.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",49.67112,9.73,1.8990101,717.719,0.074,-1,SELL
Associated Alcohols & Breweries Ltd.,ASALCBR.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",21.548365,44.66,0.16563,12.748,-0.003,-3,SELL
Ashapura Minechem Limited,ASHAPURMIN.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk'],21.379599,41.86,0.32928002,86.445,0.577,1,SELL
Ashiana Housing Limited,ASHIANA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",40.239067,7.32,0.0924,44.275,2.047,-3,SELL
Ashima Limited,ASHIMASYN.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.55,-0.03534,58.263,-0.241,-4,SELL
Ashoka Buildcon Limited,ASHOKA.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",3.4615073,49.23,0.38044998,44.43,-0.256,1,SELL
Ashoka Metcast Limited,ASHOKAMET.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",8.387979,1.83,0.03877,25.935,-0.636,-2,SELL
Ashok Leyland Limited,ASHOKLEY.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",31.530685,5.54,0.23669,327.886,0.128,0,SELL
Asian Energy Services Limited,ASIANENE.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",39.11725,7.42,0.08415,23.826,0.044,-4,SELL
Asian Hotels (North) Limited,ASIANHOTNR.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",3.2710474,96.33,2.04882,338.495,-0.015,1,SELL
Asian Paints Limited,ASIANPAINT.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",67.53135,40.67,0.20392,17.609,0.063,-1,SELL
Asian Granito India Limited,ASIANTILES.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",24.859936,3.07,0.03264,20.089,0.061,-3,SELL
ASK Automotive Limited,ASKAUTOLTD.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",35.421246,13.65,0.25908002,52.765,0.082,-1,SELL
Bartronics India Limited,ASMS.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'Moderate debt level']",174.71428,0.07,0.07195,0.562,0.4,-1,SELL
Aspinwall and Company Limited,ASPINWALL.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",27.444971,8.45,0.03553,43.708,0.124,-2,SELL
Astec LifeSciences Limited,ASTEC.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-56.26,-0.32265,88.605,-0.252,-4,SELL
Aster DM Healthcare Limited,ASTERDM.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",94.923195,6.51,0.087139994,43.791,0.102,-3,SELL
Astral Limited,ASTRAL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",73.19642,18.99,0.13975,6.769,0.151,-2,SELL
Astra Microwave Products Limited,ASTRAMICRO.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",57.679626,16.98,0.15033,23.894,-0.065,-4,SELL
AstraZeneca Pharma India Limited,ASTRAZEN.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",111.321465,79.76,0.26942,4.354,0.37,0,SELL
Astron Paper & Board Mill Limited,ASTRON.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-10.61,-0.46506,94.276,-1.0,-4,SELL
Atal Realtech Limited,ATALREAL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",181.42857,0.14,0.0478,23.862,-0.306,-5,SELL
Atam Valves Limited,ATAM.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",15.810176,5.11,0.16608,33.533,-0.326,-3,SELL
Adani Total Gas Limited,ATGL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",99.78984,5.71,0.14863,44.513,0.191,-2,SELL
Ather Energy Limited,ATHERENERG.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']",,-23.1,,15.813,0.541,-1,SELL
Allcargo Terminals Limited,ATL.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],24.052631,1.14,0.10318,208.703,0.063,-2,SELL
ATLANTAA LIMITED,ATLANTAA.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",41.163464,1.04,0.04496,152.042,-0.098,-5,SELL
Atlanta Electricals Limited,ATLANTAELE.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",66.65131,14.11,,46.263,0.173,-2,SELL
Atlas Cycles (Haryana) Limited,ATLASCYCLE.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-4.18,-0.0070599997,2.346,-0.472,-4,SELL
Atul Limited,ATUL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",32.85978,184.07,0.09648,3.14,0.114,-3,SELL
Atul Auto Limited,ATULAUTO.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",44.83094,9.76,0.05246,31.784,0.102,-3,SELL
AU Small Finance Bank Limited,AUBANK.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'Debt data missing']",33.480427,29.12,0.12654,,0.061,-1,SELL
Auri Grow India Limited,AURIGROW.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",11.0,0.08,0.05131,14.284,-0.904,-2,SELL
Aurionpro Solutions Limited,AURIONPRO.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],29.807848,36.95,0.1367,1.841,0.285,-1,SELL
Aurobindo Pharma Limited,AUROPHARMA.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],20.489214,58.87,0.10379,22.248,0.063,-2,SELL
Aurum PropTech Limited,AURUM.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-5.13,-0.09308,57.165,0.29,-2,SELL
Ausom Enterprise Limited,AUSOMENT.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",['Stock appears undervalued'],5.481863,20.4,0.19156,0.078,214.064,4,BUY
Automotive Axles Limited,AUTOAXLES.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",17.423325,104.01,0.16517,1.472,-0.067,-3,SELL
Autoline Industries Limited,AUTOIND.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",29.90262,2.67,0.05782,153.954,0.108,-2,SELL
Avadh Sugar & Energy Limited,AVADHSUGAR.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",11.684028,31.68,0.059720002,56.04,0.057,-1,SELL
Avalon Technologies Limited,AVALON.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",67.70611,13.1,0.14425999,25.091,0.391,-2,SELL
Avantel Limited,AVANTEL.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",84.62963,1.89,0.12936,9.483,-0.284,-4,SELL
Avanti Feeds Limited,AVANTIFEED.NS,"['Fair valuation', 'High profitability', 'Low debt', 'Strong revenue growth']",[],18.40709,45.42,0.20798999,0.441,0.188,4,BUY
AVG Logistics Limited,AVG.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",12.852224,13.94,0.088149995,109.016,0.033,-1,SELL
Aditya Vision Limited,AVL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",60.905277,8.34,0.183,64.573,0.217,-2,SELL
Avonmore Capital & Management Services Limited,AVONMORE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",37.938774,0.49,0.0512,5.155,-0.318,-5,SELL
AVRO INDIA LIMITED,AVROIND.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",40.87197,2.89,0.06489,26.816,0.158,-3,SELL
AVT Natural Products Limited,AVTNPL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],16.508684,4.03,0.122959994,19.139,0.316,-1,SELL
Awfis Space Solutions Limited,AWFIS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",66.98087,7.32,0.113450006,290.895,0.255,-2,SELL
Antony Waste Handling Cell Limited,AWHCL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],16.593496,30.75,0.12913999,54.786,0.165,-1,SELL
AWL Agri Business Limited,AWL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],28.343302,8.36,0.115059994,11.063,0.217,-1,SELL
Axis Bank Limited,AXISBANK.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'Debt data missing', 'Declining revenues']",14.70722,83.51,0.14004,,-0.06,1,SELL
AXISCADES Technologies Limited,AXISCADES.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",63.819412,20.71,0.13741,37.084,0.131,-2,SELL
Axita Cotton Limited,AXITA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-0.04,-0.025929999,34.066,-0.513,-4,SELL
AYM Syntex Limited,AYMSYNTEX.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",707.1739,0.23,0.00294,41.435,-0.135,-5,SELL
Azad Engineering Limited,AZAD.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",92.030205,17.88,0.10235,21.146,0.306,-2,SELL
Bafna Pharmaceuticals Limited,BAFNAPH.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",43.962364,3.72,0.100839995,35.519,-0.12,-4,SELL
B.A.G Films and Media Limited,BAGFILMS.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",22.357143,0.28,0.04837,60.33,0.037,-3,SELL
Baid Finserv Limited,BAIDFIN.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",8.292857,1.4,0.09369001,142.612,0.361,0,SELL
Bajaj Auto Limited,BAJAJ-AUTO.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",30.414724,298.03,0.25572002,57.257,0.195,0,SELL
Bajaj Consumer Care Limited,BAJAJCON.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk'],26.263792,9.97,0.20405,2.789,0.134,1,SELL
Bajaj Electricals Limited,BAJAJELEC.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",51.49413,9.37,0.06498,84.783,-0.01,-5,SELL
Bajaj Finserv Limited,BAJAJFINSV.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']",33.710945,59.85,0.15100999,237.537,0.111,-2,SELL
Bajaj Healthcare Limited,BAJAJHCARE.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk'],26.217228,16.02,0.109799996,48.929,0.111,-1,SELL
Bajaj Housing Finance Limited,BAJAJHFL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",33.61484,2.83,0.118149996,443.872,0.169,-2,SELL
Bajaj Hindusthan Sugar Limited,BAJAJHIND.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']",,-1.3,-0.04,87.126,-0.002,-4,SELL
Bajaj Holdings & Investment Limited,BAJAJHLDNG.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",['Stock appears undervalued'],14.5725565,765.48,0.11792,0.019,0.4,4,BUY
Indef Manufacturing Limited,BAJAJINDEF.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']",39.15656,9.07,,1.565,0.219,-2,SELL
Bajel Projects Limited,BAJEL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",159.92793,1.11,0.019919999,15.984,-0.073,-5,SELL
Bajaj Finance Limited,BAJFINANCE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",33.967392,29.44,0.1909,310.294,0.206,-2,SELL
Shree Tirupati Balajee Agro Trading Company Limited,BALAJEE.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",18.196507,2.29,0.06781,63.12,-0.083,-4,SELL
Balaji Telefilms Limited,BALAJITELE.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']",16.022923,6.98,0.13135,3.918,-0.662,-3,SELL
Balaji Amines Limited,BALAMINES.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']",24.945593,45.03,0.07259,1.53,-0.018,-4,SELL
BALAXI PHARMACEUTICALS LIMITED,BALAXI.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",10.839695,2.62,-0.01242,9.636,-0.258,-2,SELL
Balkrishna Paper Mills Limited,BALKRISHNA.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']",,-1.7,,,,0,SELL
Balkrishna Industries Limited,BALKRISIND.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']",32.174522,71.28,0.13908,35.269,-0.011,-4,SELL
Balmer Lawrie & Company Limited,BALMLAWRIE.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']",11.894194,15.5,0.13673,12.098,-0.005,-1,SELL
Bal Pharma Limited,BALPHARMA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']",16.752914,4.29,0.093310006,197.725,0.004,-3,SELL
Balrampur Chini Mills Limited,BALRAMCHIN.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk'],21.940971,19.99,0.10847,19.761,0.287,-1,SELL
Balu Forge Industries Limited,BALUFORGE.NS,"['Fair valuation', 'High profitability']","['Debt data missing', 'Revenue growth data missing']",28.664946,21.31,0.22686,,,2,HOLD
Banaras Beads Limited,BANARBEADS.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']",47.38007,2.71,0.03206,27.474,-0.563,-5,SELL
Bannari Amman Sugars Limited,BANARISUG.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']",37.12815,97.15,0.06864,1.035,0.207,-3,SELL
Banco Products (I) Limited,BANCOINDIA.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']",43.87794,15.73,0.29768,44.582,0.16,0,SELL
Bandhan Bank Limited,BANDHANBNK.NS,['Fair valuation'],"['Weak profitability', 'Debt data missing', 'Declining revenues']",19.013124,7.62,0.05056,,-0.325,-2,SELL
Bang Overseas Limited,BANG.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']",12.184343,3.96,0.061329998,35.295,0.199,0,SELL
Banka BioLoo Limited,BANKA.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']",,-3.82,-0.12828,105.547,0.048,-3,SELL
