Company,Ticker,Strengths,Risks
Awfis Space Solutions Limited,AWFIS.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Antony Waste Handling Cell Limited,AWHCL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
AWL Agri Business Limited,AWL.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Axis Bank Limited,AXISBANK.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'Debt data missing', 'Declining revenues']"
AXISCADES Technologies Limited,AXISCADES.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Axita Cotton Limited,AXITA.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
AYM Syntex Limited,AYMSYNTEX.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Azad Engineering Limited,AZAD.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bafna Pharmaceuticals Limited,BAFNAPH.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
B.A.G Films and Media Limited,BAGFILMS.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Baid Finserv Limited,BAIDFIN.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Bajaj Auto Limited,BAJAJ-AUTO.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bajaj Consumer Care Limited,BAJAJCON.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk']
Bajaj Electricals Limited,BAJAJELEC.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Bajaj Finserv Limited,BAJAJFINSV.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bajaj Healthcare Limited,BAJAJHCARE.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
Bajaj Housing Finance Limited,BAJAJHFL.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bajaj Hindusthan Sugar Limited,BAJAJHIND.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Bajaj Holdings & Investment Limited,BAJAJHLDNG.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",['Stock appears undervalued']
Indef Manufacturing Limited,BAJAJINDEF.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Bajel Projects Limited,BAJEL.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Bajaj Finance Limited,BAJFINANCE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Shree Tirupati Balajee Agro Trading Company Limited,BALAJEE.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
Balaji Telefilms Limited,BALAJITELE.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Balaji Amines Limited,BALAMINES.NS,['Fair valuation'],"['Weak profitability', 'High debt risk', 'Declining revenues']"
BALAXI PHARMACEUTICALS LIMITED,BALAXI.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Balkrishna Paper Mills Limited,BALKRISHNA.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Balkrishna Industries Limited,BALKRISIND.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Balmer Lawrie & Company Limited,BALMLAWRIE.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Bal Pharma Limited,BALPHARMA.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Balrampur Chini Mills Limited,BALRAMCHIN.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Balu Forge Industries Limited,BALUFORGE.NS,"['Fair valuation', 'High profitability']","['Debt data missing', 'Revenue growth data missing']"
Banaras Beads Limited,BANARBEADS.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Bannari Amman Sugars Limited,BANARISUG.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Banco Products (I) Limited,BANCOINDIA.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bandhan Bank Limited,BANDHANBNK.NS,['Fair valuation'],"['Weak profitability', 'Debt data missing', 'Declining revenues']"
Bang Overseas Limited,BANG.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Banka BioLoo Limited,BANKA.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Bank of Baroda,BANKBARODA.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']"
Bank of India,BANKINDIA.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'Debt data missing']"
Bansal Wire Industries Limited,BANSALWIRE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Banswara Syntex Limited,BANSWRAS.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
BASF India Limited,BASF.NS,[],"['Stock may be overvalued', 'ROE data missing', 'High debt risk', 'Declining revenues']"
Bannari Amman Spinning Mills Limited,BASML.NS,['Low valuation'],"['Stock appears undervalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Bata India Limited,BATAINDIA.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Bayer Cropscience Limited,BAYERCROP.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Bharat Bijlee Limited,BBL.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Black Box Limited,BBOX.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bombay Burmah Trading Corporation Limited,BBTC.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
B&B Triplewall Containers Limited,BBTCL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Brightcom Group Limited,BCG.NS,"['Low valuation', 'Strong revenue growth']","['Stock appears undervalued', 'Weak profitability', 'Debt data missing']"
Bcl Industries Limited,BCLIND.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
Brand Concepts Limited,BCONCEPTS.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Bharat Dynamics Limited,BDL.NS,"['Average profitability', 'Low debt', 'Strong revenue growth']",['Stock may be overvalued']
Beardsell Limited,BEARDSELL.NS,"['Low valuation', 'Average profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
Mrs. Bectors Food Specialities Limited,BECTORFOOD.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bedmutha Industries Limited,BEDMUTHA.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Bharat Electronics Limited,BEL.NS,"['High profitability', 'Low debt', 'Strong revenue growth']",['Stock may be overvalued']
Bella Casa Fashion & Retail Limited,BELLACASA.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Belrise Industries Limited,BELRISE.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
BEML Limited,BEML.NS,['Average profitability'],"['Stock may be overvalued', 'High debt risk', 'Declining revenues']"
Bhansali Engineering Polymers Limited,BEPL.NS,"['Low valuation', 'Average profitability']","['Stock appears undervalued', 'Debt data missing', 'Declining revenues']"
Berger Paints (I) Limited,BERGEPAINT.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Best Agrolife Limited,BESTAGRO.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Beta Drugs Limited,BETA.NS,"['Fair valuation', 'High profitability', 'Slow revenue growth']",['High debt risk']
BF Investment Limited,BFINVEST.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'Debt data missing']"
BF Utilities Limited,BFUTILITIE.NS,['Fair valuation'],"['ROE data missing', 'Debt data missing', 'Declining revenues']"
BGR Energy Systems Limited,BGRENERGY.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'Debt data missing']"
Bhagiradha Chemicals & Industries Limited,BHAGCHEM.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Bhageria Industries Limited,BHAGERIA.NS,"['Fair valuation', 'Strong revenue growth']","['Weak profitability', 'High debt risk']"
Bhagyanagar India Limited,BHAGYANGR.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Bhandari Hosiery Exports Limited,BHANDARI.NS,"['Low valuation', 'Slow revenue growth']","['Stock appears undervalued', 'Weak profitability', 'High debt risk']"
Bharat Forge Limited,BHARATFORG.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bharat Gears Limited,BHARATGEAR.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Bharat Rasayan Limited,BHARATRAS.NS,"['Fair valuation', 'Average profitability']","['High debt risk', 'Declining revenues']"
Bharat Seats Limited,BHARATSE.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Bharat Wire Ropes Limited,BHARATWIRE.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Bharti Airtel Limited,BHARTIARTL.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bharti Hexacom Limited,BHARTIHEXA.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bharat Heavy Electricals Limited,BHEL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Bigbloc Construction Limited,BIGBLOC.NS,['Strong revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Bikaji Foods International Limited,BIKAJI.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bhartiya International Limited,BIL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
BIL VYAPAR LIMITED,BILVYAPAR.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Biocon Limited,BIOCON.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM.NS,"['Fair valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",[]
Birla Cable Limited,BIRLACABLE.NS,[],"['Stock may be overvalued', 'Weak profitability', 'High debt risk', 'Declining revenues']"
Birla Corporation Limited,BIRLACORPN.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Aditya Birla Money Limited,BIRLAMONEY.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
BirlaNu Limited,BIRLANU.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
BLACKBUCK LIMITED,BLACKBUCK.NS,"['High profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
BEML Land Assets Limited,BLAL.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
BLB Limited,BLBLIMITED.NS,"['Low valuation', 'Average profitability', 'Low debt', 'Strong revenue growth']",['Stock appears undervalued']
Bliss GVS Pharma Limited,BLISSGVS.NS,"['Fair valuation', 'Average profitability', 'Slow revenue growth']",['High debt risk']
B. L. Kashyap and Sons Limited,BLKASHYAP.NS,['Strong revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
BLS International Services Limited,BLS.NS,"['Fair valuation', 'High profitability', 'Strong revenue growth']",['High debt risk']
BLS E-Services Limited,BLSE.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
Blue Coast Hotels Limited,BLUECOAST.NS,[],"['PE data missing', 'ROE data missing', 'Debt data missing', 'Revenue growth data missing']"
Blue Dart Express Limited,BLUEDART.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Blue Jet Healthcare Limited,BLUEJET.NS,"['Fair valuation', 'High profitability']","['High debt risk', 'Declining revenues']"
Blue Star Limited,BLUESTARCO.NS,"['Average profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
BlueStone Jewellery and Lifestyle Limited,BLUESTONE.NS,['Strong revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']"
Bluspring Enterprises Limited,BLUSPRING.NS,['Slow revenue growth'],"['PE data missing', 'ROE data missing', 'High debt risk']"
BMW Ventures Limited,BMWVENTLTD.NS,"['Fair valuation', 'Slow revenue growth']","['ROE data missing', 'High debt risk']"
Bodal Chemicals Limited,BODALCHEM.NS,"['Fair valuation', 'Slow revenue growth']","['Weak profitability', 'High debt risk']"
Bohra Industries Limited,BOHRAIND.NS,[],"['PE data missing', 'Weak profitability', 'High debt risk', 'Revenue growth data missing']"
Bombay Dyeing & Mfg Company Limited,BOMDYEING.NS,"['Fair valuation', 'Low debt']","['Weak profitability', 'Declining revenues']"
Borana Weaves Limited,BORANA.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Borosil Limited,BOROLTD.NS,"['Average profitability', 'Strong revenue growth']","['Stock may be overvalued', 'High debt risk']"
BOROSIL RENEWABLES LIMITED,BORORENEW.NS,['Slow revenue growth'],"['PE data missing', 'Weak profitability', 'High debt risk']"
Borosil Scientific Limited,BOROSCI.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
BOSCH HOME COMFORT INDIA LIMITED,BOSCH-HCIL.NS,['Slow revenue growth'],"['Stock may be overvalued', 'Weak profitability', 'High debt risk']"
Bosch Limited,BOSCHLTD.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'Moderate debt level']"
Bharat Petroleum Corporation Limited,BPCL.NS,"['Low valuation', 'High profitability', 'Slow revenue growth']","['Stock appears undervalued', 'High debt risk']"
BPL Limited,BPL.NS,[],"['PE data missing', 'ROE data missing', 'High debt risk', 'Declining revenues']"
Brigade Enterprises Limited,BRIGADE.NS,"['Fair valuation', 'Average profitability', 'Strong revenue growth']",['High debt risk']
Brigade Hotel Ventures Limited,BRIGHOTEL.NS,['Strong revenue growth'],"['Stock may be overvalued', 'ROE data missing', 'High debt risk']"
Britannia Industries Limited,BRITANNIA.NS,"['High profitability', 'Slow revenue growth']","['Stock may be overvalued', 'High debt risk']"
Bharat Road Network Limited,BRNL.NS,"['Low valuation', 'High profitability']","['Stock appears undervalued', 'High debt risk', 'Declining revenues']"
